DYN_TRNRP_PL,CNTLIMPCL2,Char,74
DYN_TRNRP_PL,H_LNOTIONA,American,6
Simulation,ENTITY_LA,Char,4
Deliverable Cash,DF_TPARTY,Char,6
Copy Creation,DT_SKIP03,Date,1
Simulation,SECT,Char,5
DYN_TRNRP_PL,TP_RTDKC11,Date,5
DYN_TRNRP_PL,TP_RTDKC10,Date,4
DYN_TRNRP_PL,TP_RTDKC12,Date,16
Copy Creation,PH_END0,Date,2
Copy Creation,PH_END1,Date,2
Simulation,KRW_MTM_K,American,1
49,EEPE_NET,Numeric,1
DYN_TRNRP_DT,DT_ADFLW,Char,4
Trade version audit,VERSION,Numeric,5
PL VAR,EN_COMMENT,Char,1
,AREA_VAL9,Char,1
DYN_TRNRP_PL,BD_INUM,Numeric,1
DYN_TRNRP_PL,S_ZCCNV2,American,11
DYN_TRNRP_PL,S_ZCCNV1,American,3
DYN_TRNRP_MV,S_RHO0,American,1
,AREA_VAL0,Char,1
,AREA_VAL1,Char,1
Copy Creation,D_NOTIONAL,Char,2
,AREA_VAL3,Char,1
Deliverable Cash,H_CUR2BIZD,Date,1
,AREA_VAL5,Char,1
,AREA_VAL6,Char,1
,AREA_VAL7,Char,1
49,MEAN,Numeric,3
Copy Creation,XPFWSETT1,Numeric,1
Copy Creation,XPFWSETT0,Numeric,1
Simulation,POS_NB,Numeric,1
Accounting,NB_RULE,Numeric,1
Simulation,PL_GLOBAL,American,1
DYN_TRNRP_PL,H_PVBP,Numeric,2
DYN_TRNRP_PL,IAIM_CCY,Char,1
DYN_TRNRP_PL,RPT_DATE,Date,2
Copy Creation,ACC_FEED4,Date,1
Copy Creation,ACC_FEED2,Date,1
Copy Creation,ACC_FEED1,Date,1
Collateral,MAX3,Numeric,2
Collateral,MAX2,Numeric,5
Collateral,MAX1,Numeric,1
Collateral,MAX0,Numeric,4
Collateral,MAX7,Numeric,1
Collateral,MAX6,Numeric,1
DYN_TRNRP_PL,G_F_STL,Char,3
Collateral,MAX4,Numeric,3
Collateral,FUT_CASH,Numeric,1
Simulation,IMPLIED_C,American,1
