Dynamic table type,Dynamic table field,field type,dbs.csv,hsbc.csv,taishin.csv,uob.csv,vietin.csv,woori.csv
Accounting,PAY_DAT,Date,0,0,1,0,0,0
Simulation,VOLGA,American,0,0,0,4,0,0
Collateral,PORTFOLIO,Char,0,0,0,0,0,9
DYN_TRNRP_PL,CNT_EVT,Numeric,0,7,0,0,0,0
DYN_TRNRP_PL,D_PRMUSDM,Numeric,3,0,0,0,0,0
DYN_TRNRP_MV,H_MKT_PRC,Numeric,0,0,0,3,0,0
DYN_TRNRP_PL,ECNCONFIRM,Char,0,3,0,0,0,0
Copy Creation,FIX_HKD,Numeric,1,0,0,0,0,0
Simulation,PL_CS_MV,American,4,2,4,2,2,2
Copy Creation,CCY_BUY,Char,2,0,0,0,0,0
DYN_TRNRP_MK,AMD_STS1,Char,0,0,2,0,0,0
DYN_TRNRP_MK,AMD_STS2,Char,0,3,3,2,11,1
,NB_RULE,Numeric,0,3,0,0,0,0
Simulation,CR_DELTA,American,0,0,0,1,0,0
51,TYPE,Char,2,0,0,0,0,0
Copy Creation,UNDERLNG,Char,2,0,0,1,0,0
DYN_TRNRP_CD,H_END,Date,0,0,0,0,1,0
Copy Creation,ORG_MTHY,Date,1,0,0,0,0,0
DYN_TRNRP_CS,H_CCYSELL,Char,2,0,0,0,0,0
DYN_TRNRP_PL,H_DATE_CNS,Date,1,0,0,0,0,0
DYN_TRNRP_PL,YEST,Date,0,2,0,0,0,0
Simulation,THETA,American,0,0,5,2,0,6
,PL_CLEAN,American,0,0,0,0,0,2
DYN_TRNRP_PL,TP_RTNBLEG,Numeric,1,2,0,0,0,0
Simulation,CNT_ORG,Numeric,0,0,6,6,6,0
DYN_TRNRP_MV,TP_FXHDT,Numeric,0,0,1,0,0,0
Simulation,PRICEOLD,Numeric,0,1,0,0,0,0
Data Dictionary (Market Data Loader),CURRENCY,Char,0,1,2,0,0,4
DYN_TRNRP_PL,TP_CMLNAT1,Char,0,5,0,0,6,0
Deliverable nostro cash,JC_RATE,Numeric,0,0,1,1,1,1
DYN_TRNRP_CS,INSTRUMENT,Char,23,31,7,4,5,3
DYN_TRNRP_PL,TP_CMLNAT0,Char,0,5,0,0,8,0
DYN_TRNRP_MV,MV_NFMVTH1,American,3,0,0,0,0,0
DYN_TRNRP_MV,MV_NFMVTH0,American,3,1,0,0,0,0
Simulation,N_1Y_DR,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,MV_NFMVTH2,American,4,0,0,0,0,1
DYN_TRNRP_DT,H_STARTD,Date,0,0,0,0,1,0
DYN_TRNRP_DT,TP_SECMKT,Char,1,0,0,0,0,0
Simulation,PL_CURREN,Char,12,0,0,1,0,0
DYN_TRNRP_MV,S_DELTA2,American,10,0,1,4,1,0
DYN_TRNRP_MV,TP_PRICE,Numeric,18,1,2,4,2,5
SQL,NB_BS,Char,1,0,0,0,0,0
Simulation,THETA_USD,American,0,0,2,0,0,0
DYN_TRNRP_MK,QTY_INDEX,Numeric,2,1,0,0,0,0
DYN_TRNRP_DT,TRN_GRP,Char,6,0,0,0,0,1
,TP_DSCTYPE,Char,0,2,0,0,0,0
DYN_TRNRP_PL,PAY_BASIS,Char,0,1,0,0,0,0
DYN_TRNRP_DT,DT_ADFLWSD,Date,1,0,0,0,0,0
DYN_TRNRP_PL,AMOUNT_PAY,Numeric,1,0,0,0,0,0
DYN_TRNRP_DT,TP_CNTRPRF,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,TP_RTITCC1,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_RTITCC0,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP6,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP4,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP5,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP2,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP3,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_1MP1,Date,1,0,0,0,0,0
DYN_TRNRP_PL,TP_PRCDFF,Numeric,2,1,0,0,0,0
Deliverable nostro cash,DF_BCTP,Char,0,0,1,1,1,1
DYN_TRNRP_CS,H_SPOTDATE,Date,0,1,0,0,0,0
Deliverable Cash,V_COVR_MSG,Char,0,0,0,0,0,1
DYN_TRNRP_PL,H_SPT_CNV,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,H_ISS_NAME,Char,0,0,0,0,0,4
Copy Creation,USR_NAME,Char,3,1,0,0,0,0
Simulation,PLABS,American,0,8,0,0,0,0
DYN_TRNRP_CS,QTY_INDEX,Numeric,11,28,0,1,1,0
DYN_TRNRP_MV,MP_SPOT2,Numeric,18,0,2,4,1,5
DYN_TRNRP_MV,MP_SPOT0,Numeric,3,0,2,2,1,1
DYN_TRNRP_MV,MP_SPOT1,Numeric,3,0,2,2,1,1
Simulation,GR_DATE,Char,2,0,0,0,0,0
DYN_TRNRP_PL,TP_CMCFST,Date,0,1,1,2,1,1
DYN_TRNRP_PL,CASH_ADJ_T,Numeric,0,1,0,0,0,0
DYN_TRNRP_MV,TP_CMGQTY0,Numeric,10,0,0,3,0,0
DYN_TRNRP_MV,TP_CMGQTY1,Numeric,10,0,0,3,0,0
Simulation,SPREAD,Numeric,1,1,0,1,0,0
DYN_TRNRP_SV,QTY_INDEX,Numeric,4,0,0,1,0,0
DYN_TRNRP_MV,C_H_RISK,Char,0,0,1,0,0,0
DYN_TRNRP_PL,IAIM_METH,Char,0,1,0,0,0,0
DYN_TRNRP_PL,SC2_IR1_PL,Numeric,3,1,1,1,1,1
DYN_TRNRP_PL,TP_FXUSTFF,Numeric,0,0,0,0,0,3
Copy Creation,RATE_FW1,Numeric,2,0,0,0,0,0
DYN_TRNRP_CS,D_PRICECDT,Date,0,1,0,0,0,0
DYN_TRNRP_PL,TP_SECMKT,Char,20,20,1,4,1,12
Simulation,P_L__LOCA,American,2,2,4,2,2,0
DYN_TRNRP_PL,D_SPOTRATE,Numeric,1,0,0,0,0,0
,SC2_PL_MK,American,0,0,0,0,0,2
Simulation,PL_ABS,American,2,9,0,0,1,0
DYN_TRNRP_PL,FX_SPOT,Numeric,0,3,0,0,0,0
Copy Creation,D_MTMCUR,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_6MF5,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_6MF4,Date,1,0,0,0,0,0
DYN_TRNRP_MV,FX_PL_USDD,Numeric,0,0,0,0,0,4
DYN_TRNRP_PL,H_6MF6,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_6MF1,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_6MF3,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_6MF2,Date,1,0,0,0,0,0
DYN_TRNRP_CS,H_LDAT,Char,0,0,0,0,1,0
DYN_TRNRP_CS,H_FXU_USD2,Numeric,0,12,0,0,0,0
DYN_TRNRP_PL,COM_REFID,Numeric,1,0,0,0,0,0
Copy Creation,D_MXNO,Char,2,0,0,0,0,0
Hedge,TYPE2,Numeric,1,0,0,0,0,0
Hedge,TYPE1,Char,3,0,0,0,0,0
DYN_TRNRP_CS,TPID,Numeric,2,16,0,0,0,0
DYN_TRNRP_PL,TP_FXHCFWD,Numeric,0,1,0,0,0,0
DYN_TRNRP_CD,TP_CNTRP,Char,1,0,0,1,1,0
DYN_TRNRP_MV,H_MTM,Numeric,0,0,0,3,0,0
,XG_FIXLVLC,Char,0,1,0,0,0,0
DYN_TRNRP_PL,D_BUCKET2,Char,2,0,0,0,0,0
DYN_TRNRP_CS,F_CCMRGQN1,Char,1,1,0,0,0,0
DYN_TRNRP_CS,F_CCMRGQN0,Char,1,1,0,0,0,0
DYN_TRNRP_CS,TP_INT,Char,22,1,1,1,2,0
DYN_TRNRP_PL,TP_FXCTBA,Char,1,0,0,0,0,0
DYN_TRNRP_XG,FOPLACTG,Char,0,0,0,0,0,1
DYN_TRNRP_PL,H_CSNFRV,Numeric,0,5,0,0,0,0
Copy Creation,XPOQTYCUR0,Char,1,0,0,0,0,0
Copy Creation,XPOQTYCUR1,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_ISTERM,Char,0,1,0,0,0,0
DYN_TRNRP_XG,FOPLACTU,Char,0,0,0,0,0,1
DYN_TRNRP_DT,DT_CAPXC,Char,3,0,1,0,0,1
Simulation,D_NUM,Char,1,0,0,0,0,0
Deliverable Cash,DF_RDATE,Date,1,0,2,0,0,1
DYN_TRNRP_PL,H_SPTRATE,Numeric,0,16,0,0,0,0
Collateral,MRG_CCY,Char,0,0,0,0,0,2
DYN_TRNRP_PL,TP_CMDFYS0,Char,2,0,1,3,1,5
DYN_TRNRP_PL,TP_CMDFYS1,Char,2,0,0,2,0,2
DYN_TRNRP_MV,H_SRC_NB,Numeric,0,0,0,3,0,0
SQL,NB,Numeric,1,0,0,0,0,0
DYN_TRNRP_CS,TP_SECMKT,Char,1,0,0,0,0,0
Collateral,VALUE,Numeric,0,0,0,0,0,2
Simulation,PL_ACCR,American,0,0,1,1,0,0
DYN_TRNRP_PL,MP_TLOSS,Numeric,2,0,1,3,1,1
DYN_TRNRP_PL,D_SALTRAD,Char,2,0,0,0,0,0
Simulation,MTM_MOR,American,0,0,0,0,0,1
DYN_TRNRP_PL,NB_INIT,Numeric,3,23,1,1,3,13
DYN_TRNRP_MV,TP_RTCAP0,American,8,0,0,0,0,6
DYN_TRNRP_DT,DT_FXNG11,Numeric,3,0,0,0,1,1
DYN_TRNRP_DT,DT_FXNG10,Numeric,5,0,2,0,1,1
DYN_TRNRP_DT,DT_FXNG13,Numeric,3,0,0,0,1,0
DYN_TRNRP_DT,DT_FXNG12,Numeric,3,0,0,0,1,0
Simulation,CAPFACTOR,Numeric,0,5,0,0,0,0
DYN_TRNRP_MK,TP_PFOLIO,Char,5,4,7,3,12,2
MRA,QTL99_4,American,47,0,0,0,0,0
Accounting (Reporting),EN_NETTED,Numeric,0,0,0,2,0,0
Simulation,CREDIT1,American,0,0,0,0,0,1
Simulation,VEGA_YIE1,American,17,0,0,0,0,2
Simulation,FX_VEGA_GF,American,4,0,0,0,0,0
DYN_TRNRP_SV,TP_DTEFST,Date,3,0,0,0,0,0
Copy Creation,RGT_ITEMCL,Char,1,1,0,0,0,0
DYN_TRNRP_PL,H_6MP_PREV,Date,1,0,0,0,0,0
Hedge,XSUM_DET,Char,3,0,0,0,0,0
DYN_TRNRP_MV,H_DATE2,Date,0,0,0,0,1,0
DYN_TRNRP_CS,H_FEE,American,0,1,0,0,0,0
Simulation,VEGA_YIEL,American,19,2,2,2,1,3
Simulation,NPV,American,0,0,0,0,0,4
Collateral,AVAIUSD,Numeric,0,0,0,0,0,1
Simulation,CSNFU_CAP,American,4,2,4,2,2,2
DYN_TRNRP_MV,TP_SECLBLU,Char,18,0,0,0,0,4
DYN_TRNRP_DT,TP_OPS_ID,Char,0,0,0,0,0,1
DYN_TRNRP_PL,H_PH3,Char,0,0,0,0,0,8
Simulation,CAPITALGA,American,0,9,0,0,0,0
Collateral,_VLEGAL_AG,,0,0,0,0,0,1
DYN_TRNRP_MV,MP_UPRC0,Numeric,0,0,2,2,2,0
DYN_TRNRP_PL,H_DATETRD,Date,0,12,0,0,0,0
DYN_TRNRP_MV,MP_UPRC2,Numeric,0,0,2,4,2,4
DYN_TRNRP_CS,F_TYPO3,Char,16,2,0,0,0,0
DYN_TRNRP_PL,H_DTSKIP,Date,1,0,0,0,0,0
34,PL_CURREN,Char,60,0,0,0,0,0
Simulation,FC_USD_,American,0,0,0,0,0,1
MRA,SCN_NUM,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,MLC_DELTA2,Numeric,0,0,0,0,0,4
PL VAR,DESCRIPTM,Char,0,0,0,0,0,2
Collateral,QTR_AVLB,Numeric,0,0,0,0,0,1
DYN_TRNRP_CS,D_SETLMOD,Char,3,0,0,0,0,0
,TP_AE,Char,0,1,0,0,0,0
PL VAR,CUR,Char,0,10,0,0,0,0
51,REQ_FX_RT,American,2,0,0,0,0,0
33,DP_LOCAT,Char,0,0,0,1,0,0
DYN_TRNRP_CS,F_CCFXDQN2,Char,1,1,0,1,1,0
DYN_TRNRP_CS,F_CCFXDQN1,Char,1,1,0,0,0,0
DYN_TRNRP_CS,F_CCFXDQN0,Char,1,1,0,0,0,0
DYN_TRNRP_PL,D_10YR_APR,Numeric,1,0,0,0,0,0
DYN_TRNRP_MK,PL_MVRF1,American,1,0,0,0,0,0
DYN_TRNRP_PL,H_TRCLEAN2,Numeric,0,6,0,0,0,0
Copy Creation,U_TIME0,Numeric,1,0,0,0,0,0
DYN_TRNRP_MK,PL_CSRNF1,American,3,0,0,0,0,0
DYN_TRNRP_MK,PL_CSRNF0,American,2,0,0,0,0,0
DYN_TRNRP_MK,PL_CSRNF2,American,3,0,0,0,0,0
DYN_TRNRP_PL,H_12M,Date,1,0,0,0,0,0
DYN_TRNRP_PL,SALES_TEAM,Char,0,1,0,0,0,0
Simulation,ZSPREAD,Numeric,0,5,0,0,0,0
DYN_TRN_PLVR,FPFR_CAP1,American,1,0,0,0,0,0
DYN_TRN_PLVR,FPFR_CAP0,American,1,0,0,0,0,0
,XG_FIXRT2,Numeric,0,1,0,0,0,0
,TP_STRTGY,Char,0,1,0,0,0,0
DYN_TRNRP_CS,H_REPAMT,Numeric,2,0,0,0,0,0
DYN_TRNRP_MV,TP_BROKER2,Char,10,0,0,0,0,0
DYN_TRNRP_MV,TP_BROKER3,Char,10,0,0,0,0,0
DYN_TRNRP_MV,TP_BROKER0,Char,10,0,0,0,0,0
DYN_TRNRP_MV,TP_BROKER1,Char,10,0,0,0,0,0
Liquidation Positions,DATE,Date,0,0,0,0,2,9
DYN_TRNRP_PL,PAY_RES_CA,Char,0,1,0,0,0,0
Simulation,PLABSGBP_,American,0,5,0,0,0,0
Copy Creation,D_MONTH,Char,1,0,0,0,0,0
Classification tree,LEAF_ID,Numeric,0,0,1,4,1,0
DYN_TRNRP_PL,SC2_PL_HKD,Numeric,3,0,0,0,0,0
Simulation,FIRST_FI1,Numeric,0,1,0,0,0,0
DYN_TRNRP_PL,FIX_DATE,Date,1,0,0,0,0,0
Collateral,TRN_DATE,,0,0,0,0,0,3
DYN_TRNRP_SV,TP_DTEULBL,Char,1,0,0,0,0,0
DYN_TRNRP_PL,S_RHO2,American,6,12,1,3,1,2
DYN_TRNRP_PL,S_RHO0,American,4,12,0,0,0,1
DYN_TRNRP_PL,S_RHO1,American,4,11,0,0,0,1
Accounting (Reporting),NB_BS,Char,1,0,0,3,1,1
PL VAR,SOURCE,Char,0,0,1,1,1,1
Simulation,EQ_VEGABU,American,1,0,0,0,0,0
DYN_TRNRP_PL,H_AMO_PRE,Numeric,0,0,0,0,1,0
DYN_TRNRP_XG,TP_LQTY2,American,2,0,0,0,0,0
DYN_TRNRP_XG,TP_LQTY1,American,2,0,0,0,0,0
DYN_TRNRP_XG,TP_LQTY0,American,2,0,0,0,0,0
DYN_TRNRP_PL,CNT_EVTCLS,Char,0,16,1,1,1,1
Copy Creation,SKIP2OD_CL,Date,1,0,0,0,0,0
Simulation,DV01ZC,American,0,4,0,0,0,0
DYN_TRNRP_PL,F_VALUE,Date,2,0,0,0,0,0
Simulation,PL_CCY,Char,0,1,0,0,0,0
DYN_TRNRP_PL,H_ACR_GBP,Numeric,0,4,0,0,0,0
PL VAR,EUR_P_L_V,American,0,1,0,0,0,0
DYN_TRNRP_PL,D_NBRDAYS,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,TP_RTVLC11,Numeric,10,8,0,0,1,1
DYN_TRNRP_CS,SC2_FC_HKD,Numeric,1,0,0,0,0,0
Simulation,FIRST_FIX,Numeric,0,1,0,0,0,0
DYN_TRNRP_MV,TP_RTRNG11,Char,3,0,0,0,0,0
DYN_TRNRP_MV,TP_RTRNG10,Char,3,0,0,0,0,0
DYN_TRNRP_MV,TP_RTRNG12,Char,10,0,0,0,0,0
Copy Creation,ACT_KEY,Char,1,0,0,0,0,0
Copy Creation,CONV_NF,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,DLV_FLOW,Numeric,1,0,0,0,0,0
Simulation,SPFXUSDDI,American,0,1,0,0,0,0
DYN_TRNRP_XG,H_FXGRP,Char,1,0,0,0,0,0
DYN_TRNRP_PL,DIG_RATE,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,MP_RF1,Numeric,0,0,0,0,1,0
DYN_TRNRP_MV,MP_RF2,Numeric,0,0,0,0,1,0
DYN_TRN_PLVR,FPFU_CAP0,American,1,0,0,0,0,0
DYN_TRN_PLVR,FPFU_CAP1,American,1,0,0,0,0,0
Simulation,TENORD,Date,2,0,0,3,0,5
DYN_TRNRP_PL,H_ON_RATE,Numeric,0,5,0,0,0,0
,H_DFSPREAD,Numeric,0,1,0,0,0,0
DYN_TRNRP_CS,D_INAMT,Numeric,4,0,0,0,0,0
Payments,VAL_STAT,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_BIC,Char,1,0,0,0,0,0
Collateral,TODAY_PL,Numeric,0,0,0,0,0,1
DYN_TRNRP_MV,DATE2,Char,1,0,0,0,0,0
DYN_TRNRP_CS,RSKSECTION,Char,0,3,1,1,1,1
Copy Creation,GEN_CUR,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_NETAMT,Numeric,4,0,0,0,0,0
Simulation,D_1M,Date,1,0,0,0,0,0
DYN_TRNRP_MK,CNT_PS,Char,0,3,0,0,0,0
DYN_TRNRP_PL,D_BRW_NOM1,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,D_BRW_NOM2,Numeric,2,0,0,0,0,0
Data Dictionary (Market Data Loader),DS_FACTASK,Numeric,0,0,1,1,1,0
Simulation,D_1Y,Date,1,0,0,0,0,0
Simulation,LAST_EVEN,Date,0,0,3,0,0,0
Simulation,D_1W,Date,1,0,0,0,0,0
Simulation,FX_RHO__K,American,0,0,0,0,0,1
DYN_TRNRP_MV,IP_PFC2,American,0,0,2,0,0,0
DYN_TRNRP_PL,H_PVGBP2,American,0,6,0,0,0,0
DYN_TRNRP_PL,H_PVGBP1,American,0,6,0,0,0,0
DYN_TRNRP_MK,TP_IQTYS,American,1,0,0,1,0,0
Simulation,VALUEDATE,Date,0,0,0,0,0,7
DYN_TRNRP_PL,H_REF_DATE,Date,1,0,0,0,0,0
Simulation,US6M_PAR,American,0,0,0,0,0,1
Copy Creation,D_DATE,Date,9,0,0,0,0,0
PL VAR,FAMILY,Char,62,0,0,3,0,2
DYN_TRNRP_MV,TP_RTMGN02,Numeric,0,0,0,0,1,0
DYN_TRNRP_MV,D_DERV_CUR,Char,4,0,0,0,0,0
Hedge,ENDDATE,Date,3,0,0,0,0,0
DYN_TRNRP_PL,PAYOFF_TYP,Numeric,1,0,0,0,0,0
Collateral,DATE,Date,0,0,0,0,0,9
Data Dictionary (Market Data Loader),SPREADMID,Numeric,0,0,1,0,0,0
Simulation,D_M,Date,0,0,0,0,0,1
DYN_TRNRP_SV,D_MTMDTE,Date,3,0,0,0,0,0
DYN_TRNRP_CS,EXT_REF1,Char,2,0,0,0,0,0
DYN_TRNRP_PL,PLIRDFPV12,American,11,11,0,0,0,0
DYN_TRNRP_PL,SKIP6M_BO,Date,1,0,0,0,0,0
,TP_CP,Char,0,1,0,0,0,0
Copy Creation,BO_FO,Char,3,1,0,0,0,0
49,PFL_NET,Numeric,0,0,0,1,0,0
DYN_TRNRP_MK,AMD_STS0,Char,0,0,2,0,0,0
Collateral,GROUP,,0,0,0,0,0,5
55,ACCRUALIN,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_PAY_FRM0,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,TP_INSCUR,Char,3,5,0,3,2,0
DYN_TRNRP_PL,PSUBTYP,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_FEE2,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,D_CNTP_BIC,Char,1,0,0,0,0,0
DYN_TRNRP_PL,D_SRCSYS,Char,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTCUR0,Char,2,0,0,0,0,0
DYN_TRNRP_SV,TP_RTCUR1,Char,2,0,0,0,0,0
DYN_TRNRP_MK,TP_MOPLST,Numeric,3,0,0,0,0,0
Simulation,EQ_DELTA1,American,0,0,0,0,0,2
DYN_TRNRP_PL,TP_RTSTLF1,Numeric,0,0,0,1,0,0
DYN_TRNRP_DT,TP_PFOLIO,Char,4,5,3,0,0,1
DYN_TRNRP_PL,TP_RTSTLF2,Numeric,0,0,0,1,0,0
DYN_TRNRP_MV,MV_LEGTOT,Numeric,3,1,0,0,0,0
Copy Creation,CURRENCY,Char,4,0,0,0,0,0
Simulation,TICACNO,Char,0,0,0,0,0,2
DYN_TRNRP_PL,D_ACCRUED,American,0,1,0,0,0,0
,SC0_MV_AC,Numeric,0,2,0,0,0,0
,FD_BAL,American,0,1,0,0,0,0
DYN_TRNRP_MV,FX_BS_USDD,Numeric,0,0,0,0,0,5
Simulation,VAR_VIEW_,Char,1,0,0,0,0,0
Simulation,GBP_FX,Numeric,0,2,0,0,0,0
Simulation,EQ_DELTA_,American,0,0,0,0,0,4
Simulation,EQ_DELTAB,American,2,0,0,0,0,0
Copy Creation,CCY_REF,Char,2,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXG00,Date,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXG01,Date,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXG02,Date,3,0,0,0,0,0
Collateral,NETTING,Char,0,0,0,0,0,1
Copy Creation,COUNTRY,Char,2,0,0,0,0,0
Simulation,LOSSAMT,American,0,0,0,1,0,0
DYN_TRNRP_SV,CONTRACT,Numeric,3,0,0,1,0,0
Data Dictionary (Market Data Loader),SWPOINTA,Numeric,0,0,1,0,0,0
,MK_STLCUR,Char,0,1,0,0,0,0
PL VAR,NB_BS,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_CLRUND,Char,1,0,0,0,0,0
,MV_CUR,Char,0,2,0,0,0,0
Copy Creation,D_MTM_DER1,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,TP_RTCCP11,American,11,7,0,0,0,1
DYN_TRNRP_PL,TP_RTCCP10,American,8,7,0,0,0,1
DYN_TRNRP_PL,TP_RTCCP12,American,17,12,1,2,1,3
Simulation,LFDPDZ,Numeric,0,1,0,0,0,0
Accounting,H_DATE,Date,0,0,1,0,0,0
MLC,INV_MAT,Date,2,0,0,0,0,0
DYN_TRNRP_PL,TP_YIELD,Numeric,18,8,2,5,5,3
DYN_TRNRP_MV,TP_CMLDU1,Char,18,0,0,0,0,0
Simulation,EQ_VGBUC,American,1,0,0,0,0,0
MRA,VAR1_IRD,Numeric,0,0,0,0,0,1
Copy Creation,CALLBID,Numeric,3,0,0,0,0,0
Simulation,TR_DV01_Z,American,0,1,0,0,0,0
Copy Creation,H_TENOR,Char,3,0,0,0,0,0
Simulation,FLOW_DATE,Date,0,0,0,0,0,1
DYN_TRNRP_MV,TP_DTEFXGL,Date,0,0,2,4,2,0
DYN_TRNRP_MV,TP_RPMMCUR,Char,10,0,0,0,0,0
DYN_TRNRP_PL,D_DFD1A4,Numeric,1,0,0,0,0,0
Simulation,STRIKE_QU,Char,2,0,0,0,0,0
DYN_TRNRP_PL,D_DFD1A2,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,TP_LQTY1,American,13,33,0,1,1,4
DYN_TRNRP_CS,D_CORCOD,Char,1,0,0,0,0,0
DYN_TRNRP_PL,D_DFD1A1,Numeric,1,0,0,0,0,0
Collateral,RECEIVED,Char,0,0,0,0,0,1
DYN_TRNRP_PL,SKIP3M_BO,Date,1,0,0,0,0,0
DYN_TRNRP_DT,DT_PRMAM2,American,2,0,0,0,0,0
DYN_TRNRP_MV,TP_SECISS,Char,18,0,2,4,2,5
DYN_TRNRP_XG,TP_SECDLB,Char,2,0,0,0,0,0
DYN_TRNRP_PL,TP_RTVLN00,Numeric,0,0,0,0,0,1
,H_YIELD,Numeric,0,1,0,0,0,0
DYN_TRNRP_PL,TP_RTVLN02,Numeric,1,0,0,0,0,4
DYN_TRNRP_PL,D_CUST_BK_,Char,2,0,0,0,0,0
DYN_TRNRP_MV,CMX_FXUND,Char,0,0,0,0,0,1
Collateral,CURRENCY2,,0,0,0,0,0,1
Simulation,CSFU_FEE,American,4,2,4,2,2,2
DYN_TRNRP_PL,SALES_CUST,Char,0,1,0,0,0,0
Deliverable Cash,DF_EVTCL,Char,0,0,2,0,0,1
DYN_TRNRP_PL,TP_BUY,Char,80,86,3,5,28,18
DYN_TRNRP_PL,TP_RTAMC00,American,2,14,0,0,0,1
DYN_TRNRP_PL,SAL_MARG1,Numeric,3,0,0,0,0,0
51,PRICE_CUST,Char,2,0,0,0,0,0
DYN_TRNRP_PL,D_NB_MAP3,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV10,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV11,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV12,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV13,Numeric,1,0,0,0,0,0
DYN_TRNRP_SV,NB,Numeric,7,0,0,1,0,0
DYN_TRNRP_PL,H_SPTCV15,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV16,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV17,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV18,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,H_SPTCV19,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,U_VSDRATEU,Numeric,1,0,0,0,0,0
Accounting,EN_NETTED,Numeric,0,0,1,0,0,0
DYN_TRNRP_CS,D_FLOWDTD,American,0,1,0,0,0,0
DYN_TRNRP_CS,D_SALTRD,Char,1,0,0,0,0,0
DYN_TRNRP_PL,D_FO_DATE,Date,2,0,0,0,0,0
DYN_TRNRP_CS,D_FLOWDTM,Date,0,1,0,0,0,0
55,INTEREST,American,1,0,0,0,0,0
DYN_TRNRP_PL,H_SECAMT1,Numeric,0,0,0,0,2,0
Simulation,MV_FINANC,American,0,0,0,0,0,1
DYN_TRNRP_MK,V_SYSDATE,Date,0,1,1,1,11,1
DYN_TRNRP_PL,TP_DTEEXPC,Numeric,2,18,1,1,3,1
DYN_TRNRP_CS,F_SEC_CODE,Char,0,0,0,3,0,0
DYN_TRNRP_PL,H_PVBP2,Numeric,0,6,0,0,0,0
DYN_TRNRP_MK,TP_FXSWLEG,Char,2,0,0,0,0,0
DYN_TRNRP_MV,FWD_PL_MV,Numeric,10,0,0,0,0,0
Simulation,DV_TYPE,Char,0,0,3,0,0,0
Simulation,DIGITAL_A,Numeric,1,0,0,0,0,0
Copy Creation,QT_START,Date,1,0,0,0,0,0
DYN_TRNRP_PL,VA_REC_CCY,Char,0,1,0,0,0,0
Simulation,MV_FINAN2,American,0,0,0,0,0,1
Simulation,MV_FINAN1,American,0,0,0,0,0,1
DYN_TRNRP_PL,D_DFD2A4,Numeric,1,0,0,0,0,0
DYN_TRNRP_SV,D_PREVRATE,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,D_DFD2A1,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,D_DFD2A0,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,D_DFD2A3,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,D_DFD2A2,Numeric,1,0,0,0,0,0
DYN_TRNRP_DT,INSTRREF,Char,2,0,0,0,0,0
Collateral,QTR_BRK,Numeric,0,0,0,0,0,1
DYN_TRNRP_PL,TP_PRCDNUM,Char,6,1,0,0,0,0
