Dynamic table type,Dynamic table field,field type,dbs.csv,hsbc.csv,taishin.csv,uob.csv,vietin.csv,woori.csv
DYN_TRNRP_XG,TP_RTPR0,Char,0,0,0,0,0,1
Collateral,COLLATERAL,Numeric,0,0,0,0,0,1
Simulation,GCURRENCY,Char,0,0,1,1,2,0
Data Dictionary (Market Data Loader),CONTRACT,Char,0,0,1,1,0,1
Simulation,BUCDATE,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_FXBRSTL,Char,5,0,2,0,2,4
DYN_TRNRP_CS,H_TERMFEE,American,0,1,0,0,0,0
DYN_TRNRP_PL,H_QTY_IDX,Numeric,1,0,0,0,0,0
Trade version audit,CNT_ORG,Numeric,0,1,1,1,1,1
Simulation,PERIOD_QU,Numeric,1,0,0,0,0,0
DYN_TRNRP_CS,F_NNDXFLW,Numeric,0,4,0,0,0,4
51,REC_CTPIA,American,1,0,0,0,0,0
DYN_TRNRP_PL,D_MD2,Date,3,0,0,0,0,0
DYN_TRNRP_PL,D_MD1,Date,3,0,0,0,0,0
DYN_TRNRP_MV,SE_INUM,Numeric,10,0,0,0,0,0
51,_DT_DIS_FI,,2,0,0,0,0,0
DYN_TRNRP_CS,FX_PLSCURT,American,0,1,0,0,0,0
DYN_TRNRP_DT,TP_GID,Char,0,2,0,0,0,0
PL VAR,STEP_LAB1,Char,0,1,0,0,0,0
PL VAR,STEP_LAB2,Char,0,1,0,0,0,0
DYN_TRNRP_PL,TP_CMCLST,Date,0,1,1,2,1,2
DYN_TRNRP_CS,F_CCFXG2,Numeric,1,5,0,1,0,0
DYN_TRNRP_CS,F_CCFXG1,Numeric,1,5,0,0,0,0
DYN_TRNRP_CS,F_CCFXG0,Numeric,2,7,3,0,0,0
Simulation,US_DELTA_,American,0,0,0,0,0,1
DYN_TRNRP_MK,H_TPBUY,Char,1,0,0,0,0,0
Simulation,LABEL1,Char,0,0,0,1,0,0
Simulation,BASIS__ZE,American,0,0,0,0,0,3
DYN_TRNRP_MK,H_EXT_REF,Numeric,2,0,0,0,0,0
Copy Creation,P_L1,American,2,0,0,0,0,0
DYN_TRNRP_MV,FX_UND_USD,Numeric,0,0,0,0,0,5
Copy Creation,XPQTY1,Numeric,1,0,0,0,0,0
Copy Creation,XPQTY0,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_BRWNOM2,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,H_BRWNOM1,Numeric,2,0,0,0,0,0
DYN_TRNRP_MK,TP_CUTOFF,Char,1,0,0,0,0,0
DYN_TRNRP_PL,D_D2,Date,1,0,0,0,0,0
DYN_TRNRP_CS,CMP_TYPO,Char,9,28,8,1,0,1
Copy Creation,FQT_END,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_ISDBUEID,Char,0,1,0,0,0,0
Simulation,SECURITY_,Char,7,1,0,0,0,8
DYN_TRNRP_MV,MRG_VAL,Numeric,0,0,2,4,1,0
Collateral,CTP_COLLAT,Numeric,0,0,0,0,0,1
DYN_TRNRP_MV,MKV_NFC0,American,0,1,0,0,0,0
DYN_TRNRP_PL,H_TP_QTYEQ,Numeric,2,0,0,0,0,0
Simulation,ACCRUAL_P,American,2,5,3,3,0,0
,EVENT_FLN,Numeric,0,1,0,0,0,0
MLC,INV_PFOLI,Char,1,0,0,0,0,0
Simulation,ACCRUAL__,American,0,2,3,3,0,0
Simulation,ACCRUAL_B,American,2,0,0,0,0,0
Simulation,ACCRUAL_C,Char,2,0,0,0,0,0
DYN_TRNRP_PL,H_DEPO_LNK,Char,2,0,0,0,0,0
Simulation,CR02__PAR,Numeric,0,0,0,1,0,0
Simulation,VEGA__KRW,American,0,0,0,0,0,1
Simulation,ACCRUAL_K,American,0,0,0,0,0,7
DYN_TRNRP_CS,H_CUST_BKN,Char,4,0,0,0,0,0
Accounting (Reporting),TRN_GRP,Char,1,0,0,3,1,1
Simulation,ACCRUAL_1,American,0,0,0,0,0,7
Copy Creation,C_DTCC_ID,Char,1,0,0,0,0,0
Accounting,EN_COMMENT,Char,0,0,2,0,0,0
Simulation,CASH_ADD,American,0,0,0,0,0,1
SQL,EN_TYPELBL,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_TP_DTEXP,Date,1,0,0,0,0,0
DYN_TRNRP_PL,SCPLICUR22,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_RTMAT,Char,0,5,0,0,0,0
,AVP_DET,Char,0,1,0,0,0,0
DYN_TRNRP_PL,SCPLICUR21,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_TP_BS,Char,1,0,0,0,0,0
,NB_TRN_QTY,Numeric,0,3,0,0,0,0
DYN_TRNRP_CS,F_FIX,Char,1,0,0,0,0,0
Simulation,CREDIT_US,American,0,0,0,0,0,1
DYN_TRNRP_XG,XG_FIXSUM,Char,1,1,0,0,0,0
Simulation,DEBIT_ACC,Char,0,0,0,1,0,0
Copy Creation,STAXSTATUS,Char,1,0,0,0,0,0
DYN_TRNRP_CS,H_BDUNIT,Numeric,0,1,0,0,0,0
DYN_TRNRP_PL,H_CL_BRK,Char,1,0,0,0,0,0
51,REQ_TYPE,Char,2,0,0,0,0,0
DYN_TRNRP_PL,H_STATUS2,Char,1,0,0,0,0,0
Simulation,N_SP_DISC,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,TP_ACCSCT,Char,1,0,0,0,0,1
Copy Creation,BUY_SGN,Numeric,1,0,0,0,0,0
Simulation,CALL,Char,0,0,0,0,0,1
DYN_TRNRP_PL,TRN_TIMEST,Char,2,0,0,0,0,0
DYN_TRNRP_MV,TP_DTEULBL,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_RTMGP12,Numeric,5,8,0,0,0,0
DYN_TRNRP_PL,TP_RTMGP11,Numeric,3,7,0,0,0,0
DYN_TRNRP_PL,TP_RTMGP10,Numeric,3,7,0,0,0,0
Simulation,OPTION_TY,Char,0,0,0,0,0,1
DYN_TRNRP_PL,SECTOR,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_FXSTFF,Numeric,1,1,1,2,1,1
DYN_TRNRP_PL,TP_BROLBL3,Char,11,8,1,3,1,5
DYN_TRNRP_PL,TP_BROLBL2,Char,11,8,1,3,1,5
DYN_TRNRP_PL,TP_BROLBL1,Char,11,8,1,3,1,5
DYN_TRNRP_PL,TP_BROLBL0,Char,11,10,1,3,1,14
DYN_TRNRP_MK,XDUP_FLAG,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,FXNG_VALUE,Numeric,3,0,0,0,0,0
DYN_TRNRP_PL,MP_YIELD1,Numeric,2,8,0,0,0,0
DYN_TRNRP_PL,MP_YIELD0,Numeric,2,9,0,0,0,0
DYN_TRNRP_PL,H_VERSION,Char,3,0,0,0,0,0
DYN_TRNRP_MV,MV_NFBF0,American,3,1,0,0,0,0
DYN_TRNRP_MV,MV_NFBF1,American,3,0,0,0,0,0
DYN_TRNRP_MV,MV_NFBF2,American,3,0,0,0,0,0
51,XSUM_COUNT,American,2,0,0,0,0,0
Simulation,FIXING__N,American,0,1,1,1,1,0
Collateral,LOSSAGRLIM,Numeric,0,0,0,0,0,1
DYN_TRNRP_PL,H_RRATE2,Numeric,0,4,0,0,0,0
Copy Creation,D_SELL_USD,Numeric,2,0,0,0,0,0
Simulation,BOND_MTM,American,0,0,0,0,0,1
Copy Creation,N_BEN_NAME,Char,1,0,0,0,0,0
Copy Creation,TRN_GRP,Char,3,0,0,0,0,0
DYN_TRNRP_MK,TP_QTYEQ,American,1,3,1,0,0,0
Payments,ENTY2BIZD,Date,1,0,0,0,0,0
Copy Creation,V_INT_NAME,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_CMGQTY1,Numeric,1,0,0,1,0,0
DYN_TRNRP_PL,H_BRK_CTRP,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_GEPL2,Numeric,0,27,0,0,0,0
DYN_TRNRP_PL,PLIRDNFC22,American,3,7,0,0,0,0
DYN_TRNRP_PL,PLIRDNFC21,American,0,7,0,0,0,0
DYN_TRNRP_PL,PLIRDNFC20,American,0,6,0,0,0,0
DYN_TRNRP_CS,F_PQY,Numeric,0,1,3,0,0,0
Collateral,INTRANSIT,,0,0,0,0,0,1
DYN_TRNRP_CS,CF_REPDATE,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_CIN_NO,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_12MF2,Date,1,0,0,0,0,0
Copy Creation,D_TENOR,Char,2,0,0,0,0,0
DYN_TRNRP_MK,TP_STRIKE,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_DNPVDY,Numeric,0,2,0,0,0,0
Copy Creation,XPLCUR,Char,1,0,0,0,0,0
DYN_TRNRP_MV,M_CCP,Char,18,0,0,0,0,0
DYN_TRNRP_PL,S_VOLGA2,American,0,0,0,2,0,0
Simulation,PROD_DESC,Char,0,1,0,0,0,0
DYN_TRNRP_CS,D_DISFACT,American,0,1,0,0,0,0
Simulation,FIXINGRAT,American,0,0,0,1,0,0
DYN_TRNRP_CS,H_REDMPN,Numeric,0,6,0,0,0,0
DYN_TRNRP_PL,TP_MOPLST,Numeric,42,1,0,0,1,0
MLC,INV_COLAM,American,1,0,0,0,0,0
DYN_TRNRP_PL,XPOQTYCUR1,Char,1,0,0,0,0,0
DYN_TRNRP_PL,S_PVBP0,American,0,8,0,0,0,0
DYN_TRNRP_CS,NB_INIT,Numeric,5,0,0,0,0,0
Copy Creation,TRADE_DT,Char,2,0,0,0,0,0
DYN_TRNRP_PL,H_3MP4,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_3MP5,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_3MP6,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_3MP1,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_3MP2,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_3MP3,Date,1,0,0,0,0,0
Simulation,DV_GRP,Char,0,0,3,0,0,0
MRA,QTL95_4,American,1,0,0,0,0,0
Simulation,F_DATE,American,0,0,0,0,0,1
Copy Creation,BD_INUM,Numeric,3,0,0,0,0,0
SQL,NB_RULE,Numeric,1,0,0,0,0,0
DYN_TRNRP_CS,D_CPN,American,0,1,0,0,0,0
DYN_TRNRP_CS,PAY_DATE2,Date,2,0,0,0,0,0
DYN_TRN_PLVR,PVE0,American,1,0,0,0,0,0
DYN_TRN_PLVR,PVE1,American,1,0,0,0,0,0
DYN_TRNRP_PL,CNTLEVTVS2,Numeric,0,0,1,1,3,1
DYN_TRNRP_PL,CNTLEVTVS0,Numeric,0,0,0,0,1,0
DYN_TRNRP_PL,CNTLEVTVS1,Numeric,0,0,0,0,1,0
Simulation,BOND_PL,American,0,0,0,0,0,4
Simulation,YIELD_PAR,Numeric,0,4,1,2,1,3
DYN_TRNRP_PL,MP_VOL2,Numeric,9,12,1,4,1,2
DYN_TRNRP_PL,MP_VOL1,Numeric,7,12,0,0,0,1
DYN_TRNRP_PL,MP_VOL0,Numeric,5,12,0,0,0,1
DYN_TRNRP_PL,FOPIPORTF,Char,0,0,0,0,2,0
DYN_TRNRP_PL,H_NBLTI,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,LOC_DISC2,Numeric,0,0,0,0,0,1
DYN_TRNRP_PL,SC2_IR2_PL,Numeric,3,1,1,1,1,1
Hedge,XSUM_COUNT,American,3,0,0,0,0,0
DYN_TRNRP_MV,TP_TIMSYS,Char,0,1,0,0,0,0
DYN_TRNRP_CS,AMNT_OSTL,Numeric,1,0,0,0,0,0
Data Dictionary (Market Data Loader),ISSUER,Char,0,0,0,0,0,1
DYN_TRNRP_PL,TP_RPHCQTY,American,2,0,0,0,0,0
Copy Creation,C_INSTRUM,Char,1,0,0,0,0,0
DYN_TRNRP_DT,TP_RTRFCT0,Numeric,1,0,0,0,0,0
Copy Creation,TIME_ZONE,Numeric,1,0,0,0,0,0
,SD_BAL_D,American,0,1,0,0,0,0
DYN_TRNRP_XG,TP_GID,Char,0,1,0,0,0,1
DYN_TRNRP_MV,TP_RTPREC1,Char,0,0,0,0,1,0
,SD_BAL_C,American,0,1,0,0,0,0
DYN_TRNRP_PL,H_PCLEANF2,Numeric,0,6,0,0,0,0
PL VAR,BUY_SELL,Char,0,1,0,0,0,0
Copy Creation,CR_DATE1,Char,1,0,0,0,0,0
Copy Creation,CR_DATE3,Char,1,0,0,0,0,0
DYN_TRNRP_PL,D_PDT_TYPE,Char,2,0,0,0,0,0
DYN_TRNRP_PL,H_CASH2,Numeric,0,6,0,0,0,0
Simulation,PL_INSCUR,Char,6,2,16,6,6,2
Copy Creation,CR_DATE6,Date,1,0,0,0,0,0
DYN_TRNRP_CS,TP_STRTGY,Char,13,0,0,0,0,0
Simulation,CNT_TYPO,Char,6,2,22,12,12,2
Deliverable nostro cash,DF_REF,Numeric,0,0,1,1,1,1
DYN_TRNRP_PL,D_BMARKET,Char,0,2,0,0,0,0
PL VAR,PL_INSTRU,Char,62,10,0,0,0,0
DYN_TRNRP_XG,XG_NOMINAL,American,3,2,1,2,1,1
DYN_TRNRP_CS,D_ACCMODE,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_PCLEANFW,Numeric,0,1,0,0,0,0
DYN_TRNRP_DT,CMP_TYPOID,Numeric,5,0,0,0,0,0
PL VAR,ID_CREDIT,Numeric,1,0,0,0,0,0
DYN_TRNRP_MV,CNT_SRCMOD,Char,0,0,0,3,0,3
Copy Creation,FXCTX,Numeric,1,0,0,0,0,0
,CSNFU_CAP,Numeric,0,1,0,0,0,0
DYN_TRNRP_MV,SC1_MV_PLI,Numeric,1,0,0,0,0,0
,TP_ACCCPN,Numeric,0,1,0,0,0,0
DYN_TRNRP_MK,PL_MVCNF1,American,1,0,0,0,0,0
DYN_TRNRP_MK,PL_MVCNF0,American,1,0,0,0,0,0
DYN_TRNRP_MK,PL_MVCNF2,American,1,0,0,0,0,0
Simulation,TOTAL_PAS,American,0,0,0,0,0,1
DYN_TRNRP_CD,MARGIN,American,1,0,0,0,0,0
,MV_LEGTOT,Numeric,0,2,0,0,0,0
Deliverable Cash,REP_DATE2,Date,0,0,0,1,0,0
DYN_TRNRP_CS,TRADE_ID,Char,0,2,0,0,0,0
Simulation,NOMINALCC,American,0,8,0,0,0,0
Data Dictionary (Market Data Loader),ASK,Numeric,1,1,4,2,2,1
DYN_TRN_PLVR,G_MT_ODESC,Char,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXC00,Date,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXC01,Date,1,0,0,0,0,0
DYN_TRNRP_SV,TP_RTDXC02,Date,2,0,0,0,0,0
,EVT_LEGDTL,Char,0,1,0,0,0,0
Simulation,DAY_COUNT,Char,0,5,0,0,0,0
Simulation,RATE_TYPE,Char,3,0,0,0,0,0
DYN_TRNRP_PL,RT_PREVDHK,Numeric,1,0,0,0,0,0
PL VAR,NB_MOP,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,H_DLVIND,Char,0,0,0,1,0,0
49,COUNTERPA,Char,0,0,0,2,0,0
DYN_TRNRP_PL,D_CLSSTAT2,Char,1,0,0,0,0,0
Simulation,FINANCING,American,5,14,5,5,2,17
,XG_FIXLVL,Numeric,0,1,0,0,0,0
DYN_TRNRP_PL,H_RTFXSPT,Numeric,1,0,0,0,0,0
Copy Creation,C_MATLBL,Char,1,0,0,0,0,0
DYN_TRNRP_MV,H_TR_PRDT,Char,0,0,0,0,0,3
DYN_TRNRP_PL,SVRTEQLB1,Char,3,1,1,3,1,1
DYN_TRNRP_PL,SVRTEQLB2,Char,3,1,1,3,1,1
Collateral,FXRATENO,Numeric,0,0,0,0,0,1
,LTRN_TYPE,Char,0,1,0,0,0,0
Copy Creation,H_CREAT_D,Date,3,0,0,0,0,0
Collateral,INSTRUMENT,Char,0,0,0,0,0,8
,H_RATE,Numeric,0,1,0,0,0,0
DYN_TRNRP_MV,H_CLN_SM,,0,0,0,0,0,4
DYN_TRNRP_XG,XG_LEGPR,Char,3,2,1,2,1,2
Simulation,RATE_TYP1,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_SMRTE_FX,Numeric,0,14,0,0,0,0
DYN_TRNRP_PL,TP_DTEUNDC,Numeric,1,4,1,1,3,1
DYN_TRNRP_PL,TP_DTEUNDA,Date,2,5,1,1,3,1
DYN_TRNRP_PL,TP_DTEUNDD,Date,2,14,1,1,3,6
Simulation,FIXEDRATE,Numeric,0,3,0,0,0,0
DYN_TRNRP_PL,TP_DTEUNDI,Date,2,5,1,3,3,1
DYN_TRNRP_PL,H_MTMADJ1,Numeric,0,27,0,0,0,0
49,TYPOLOGY,Char,0,0,0,1,0,0
Simulation,C_P,Char,0,2,0,0,0,2
Collateral,_VHELD_KR1,Numeric,0,0,0,0,0,1
Collateral,_VHELD_KR0,,0,0,0,0,0,1
DYN_TRNRP_MV,TP_FXCLS,Char,10,0,0,2,0,4
Copy Creation,D_F_NEXTDT,Date,1,0,0,0,0,0
,SC1_FL_AC,Numeric,0,1,0,0,0,0
DYN_TRNRP_PL,TP_FXUND,Char,29,54,1,3,21,9
Simulation,SOURCE,Char,1,0,0,0,0,0
Copy Creation,SC2_FXD,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,CNT_ORG,Numeric,16,28,4,4,23,13
DYN_TRNRP_PL,TP_STRIKE,Numeric,37,16,8,7,5,10
49,EE_GROSS,Numeric,0,0,0,1,0,0
DYN_TRNRP_PL,D_CAPFACT,Numeric,0,1,0,0,0,0
Simulation,FPNFU_REV,American,4,2,4,2,2,2
Simulation,P_L,American,0,1,0,0,0,1
DYN_TRNRP_PL,D_BUCKET17,Char,2,0,0,0,0,0
DYN_TRNRP_MV,TP_LQTYS2,American,18,0,2,4,2,4
DYN_TRNRP_MV,TP_LQTYS1,American,3,0,2,2,2,0
DYN_TRNRP_MV,TP_LQTYS0,American,3,0,2,2,2,0
DYN_TRNRP_PL,TP_CNTRPFN,Char,8,24,0,3,0,12
Deliverable Cash,DF_VSIREF,Numeric,2,0,0,0,0,0
DYN_TRNRP_PL,TP_RTPCP12,American,1,1,0,0,0,0
DYN_TRNRP_PL,TP_RTPCP10,American,0,1,0,0,0,0
DYN_TRNRP_PL,TP_RTPCP11,American,0,1,0,0,0,0
,NB_MOP,Numeric,0,3,0,0,0,0
Copy Creation,DT_QT_END,Date,1,0,0,0,0,0
Simulation,YIELD,Numeric,0,3,0,0,0,0
DYN_TRNRP_XG,H_BC1,Char,1,0,0,0,0,0
DYN_TRNRP_XG,H_BC0,Char,1,0,0,0,0,0
DYN_TRNRP_XG,H_BC2,Char,1,0,0,0,0,0
Collateral,_VHELD_KRW,Numeric,0,0,0,0,0,1
DYN_TRNRP_MV,H_BND_ISIN,Numeric,0,0,0,3,0,0
DYN_TRNRP_PL,TP_FXCTFF,Numeric,3,1,1,2,1,1
DYN_TRNRP_MV,LTI_METHOD,Char,10,0,0,0,0,0
MRA,PVFAMILY,Char,1,0,0,0,0,0
DYN_TRNRP_MK,CNTLVTTSH1,Char,1,0,0,0,0,0
DYN_TRNRP_MK,CNTLVTTSH0,Char,1,0,0,0,0,0
DYN_TRNRP_MK,CNTLVTTSH2,Char,1,0,0,0,0,0
DYN_TRNRP_PL,CANCELLED,Char,0,1,0,0,0,0
Simulation,_10Y,American,0,0,0,0,0,2
,MK_BOCMT,Char,0,1,0,0,0,0
DYN_TRNRP_MK,V_EVT_OREF,Numeric,0,1,4,2,11,2
,PL_CUR,Char,0,1,0,0,0,0
Copy Creation,SFT,Char,1,0,0,0,0,0
DYN_TRNRP_PL,COM_LOT,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,SF_DATE2,Date,2,0,0,0,0,0
Copy Creation,ACC_CUR,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_RTDCC02,Date,11,2,1,2,1,1
DYN_TRNRP_PL,TP_RTDCC00,Date,5,2,0,0,0,0
DYN_TRNRP_PL,TP_RTDCC01,Date,4,2,0,0,0,0
DYN_TRNRP_CS,TP_FXCTDEN,Char,0,1,0,0,0,0
Copy Creation,CSNFU_REV,Numeric,2,0,0,0,0,0
Simulation,H_MATURITY,Date,9,0,0,0,0,0
DYN_TRNRP_PL,D_PLQUOT,Char,0,0,0,0,2,0
,XG_FIXLIVE,Char,0,1,0,0,0,0
DYN_TRNRP_PL,TP_SECEXDD,Date,3,8,0,0,0,0
DYN_TRNRP_SV,TP_RTFV1,Char,3,0,0,0,0,0
DYN_TRNRP_SV,TP_RTFV0,Char,3,0,0,0,0,0
DYN_TRNRP_MK,PKG_SRCMOD,Char,1,0,0,0,0,0
DYN_TRNRP_PL,H_TNEPL12,Numeric,0,27,0,0,0,0
DYN_TRNRP_MK,PL_MVRF2,American,1,0,0,0,0,0
,AMNT_BRK,Numeric,0,1,0,0,0,0
DYN_TRNRP_MK,PL_MVRF0,American,1,0,0,0,0,0
33,DF_CMPDATE,Date,0,0,0,1,0,0
Simulation,PL_LAST_M,American,0,0,0,0,0,1
DYN_TRNRP_PL,D_INDX_FIN,Char,0,1,0,0,0,0
Deliverable Cash,N_BEN_LBL,Char,0,0,0,0,0,1
DYN_TRNRP_CS,F_CCFXGNB,Numeric,2,1,0,1,0,0
DYN_TRNRP_MV,MV_FFP_PL,Numeric,10,0,0,0,0,0
DYN_TRNRP_MV,S_GAMMA0,American,0,1,0,0,0,0
DYN_TRNRP_SV,SV_AMOUNT2,American,0,0,0,1,0,0
Simulation,DELTA_WEI,American,1,0,0,0,0,0
Copy Creation,H_MAT,Date,3,0,0,0,0,0
34,GROUP,Char,249,0,0,34,0,0
Simulation,D_DATE,Date,1,0,0,0,0,0
Simulation,FCASHNFGB,American,0,8,0,0,0,0
DYN_TRNRP_PL,H_ORIG,Char,0,0,1,0,0,0
DYN_TRNRP_CS,H_BC_CCY,Char,0,1,0,0,0,0
DYN_TRNRP_PL,D_TYPESET,Char,2,0,0,0,0,0
Deliverable nostro cash,DF_TYPE0,Char,0,0,1,1,1,1
DYN_TRNRP_CS,EVENT_TYPE,Char,0,1,0,0,0,0
DYN_TRNRP_CS,F53_R,Char,3,0,0,0,0,0
DYN_TRNRP_SV,CNTLIMPCL2,Char,1,0,0,0,0,0
DYN_TRNRP_SV,CNTLIMPCL0,Char,1,0,0,0,0,0
DYN_TRNRP_SV,CNTLIMPCL1,Char,1,0,0,0,0,0
DYN_TRNRP_PL,TP_FXBASE,Char,32,54,4,3,19,12
DYN_TRNRP_MV,H_NDFRATE,Numeric,0,0,2,0,0,0
Simulation,SPOT_DELT,American,0,0,0,2,0,0
DYN_TRNRP_CS,TP_DTEFLWL,Date,6,0,0,0,0,0
DYN_TRNRP_CS,TP_DTEFLWF,Date,4,0,0,0,0,0
51,RQDET_UNIT,American,2,0,0,0,0,0
DYN_TRNRP_CS,INSTRREF,Char,4,0,0,0,0,0
Simulation,_2Y6M,American,0,0,0,0,0,2
DYN_TRNRP_MV,H_CLS,Char,0,0,0,2,0,0
Deliverable nostro cash,DF_NACC,Char,0,0,1,1,1,1
DYN_TRNRP_PL,H_FINLCAP0,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,RATING,Char,1,0,0,0,0,0
Copy Creation,SE_SQUO,Numeric,1,0,0,0,0,0
,H_PVBPFW,Numeric,0,1,0,0,0,0
Deliverable Cash,DF_VACC,Char,0,0,2,1,0,0
Accounting (Reporting),EN_CREDIT,Char,0,0,0,3,1,1
DYN_TRNRP_MK,CNT_OPS,Char,0,1,0,0,0,0
DYN_TRNRP_PL,H_MOPNB,Numeric,1,0,0,0,0,0
DYN_TRNRP_CD,EVT_DATE,Date,1,0,0,0,1,0
DYN_TRNRP_PL,TP_RTACR11,American,3,1,0,0,0,1
DYN_TRNRP_PL,TP_RTACR10,American,2,1,0,0,0,1
DYN_TRNRP_PL,TP_RTACR12,American,4,1,0,3,0,4
Simulation,CCY2,Char,0,1,0,1,0,0
DYN_TRNRP_MK,CNT_EVTADT,Date,1,0,0,0,0,0
DYN_TRNRP_CS,F_NNDXFCUR,Char,0,4,0,0,0,3
Simulation,CCY1,Char,0,1,0,1,0,0
51,_DT_DIS_IN,,2,0,0,0,0,0
Collateral,LMT,Numeric,0,0,0,0,0,11
51,PORTFOLIO,Char,2,0,0,0,0,0
Simulation,EXT2,Numeric,0,0,0,0,0,1
Simulation,FUNDCURCA,American,0,1,0,0,0,0
DYN_TRNRP_DT,TP_MKTNDX,Char,1,0,0,0,0,0
DYN_TRNRP_MV,TP_RTMCNV0,Char,8,0,2,4,2,5
SQL,EN_AMT,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,TP_CMGQL02,Numeric,0,0,0,0,0,3
DYN_TRNRP_SV,TP_VALSTAT,Char,3,0,0,0,0,0
DYN_TRNRP_PL,TP_CMGQL01,Numeric,0,0,0,0,0,1
DYN_TRNRP_SV,SV_DATE2,Date,2,0,0,1,0,0
DYN_TRNRP_XG,TRN_TYPE,Char,3,0,0,0,0,1
Copy Creation,FIX_DATE,Date,1,0,0,0,0,0
,FOR_CVTYPE,Char,0,1,0,0,0,0
Copy Creation,CROSS_CCY,Char,2,0,0,0,0,0
PL VAR,TYPOLOGY,Char,0,0,1,3,1,3
SQL,TYPE_NB,Char,1,0,0,0,0,0
Copy Creation,D_GEN_NUM2,Numeric,1,0,0,0,0,0
DYN_TRNRP_SV,TP_BUY,Char,5,0,0,1,0,0
51,CTP,Char,3,0,0,0,0,0
DYN_TRNRP_CS,TP_CNTRPLB,Char,0,0,1,0,0,0
Copy Creation,SE_COUP,Numeric,1,0,0,0,0,0
33,DF_BCTPID,Char,0,0,0,1,0,0
DYN_TRNRP_CS,H_EXPDATE,Date,3,0,0,0,0,0
Accounting (Reporting),FD_BAL,American,1,0,0,0,0,0
DYN_TRNRP_MV,H_LINK_IND,Char,0,0,0,3,0,0
DYN_TRNRP_MV,MV_FMVCL2,American,8,0,0,0,0,1
DYN_TRNRP_MV,MV_FMVCL1,American,5,0,0,0,0,0
DYN_TRNRP_MV,MV_FMVCL0,American,5,1,0,0,0,0
Deliverable Cash,DF_PEDATE,Date,1,0,0,0,0,0
DYN_TRNRP_PL,H_TRDTIME,Char,0,6,0,0,0,0
Liquidation Positions,PRICE,American,0,0,0,0,0,8
PL VAR,EN_CUR,Char,1,0,0,0,0,0
Simulation,CASH_NATI,American,0,0,0,0,0,1
,DISC_CG,American,0,0,0,0,0,2
DYN_TRNRP_MK,MK_DTE,Date,1,0,0,0,0,0
DYN_TRNRP_PL,TP_LD,Char,0,1,0,2,0,0
DYN_TRNRP_PL,H_CAP_L1_1,Numeric,1,0,0,0,0,0
DYN_TRNRP_PL,TP_CMIPUB0,Char,0,0,0,1,0,1
Collateral,UNDERLYING,Char,0,0,0,0,0,1
Simulation,VCURRENCY,Char,0,0,1,1,2,0
Simulation,QUOTATION,Char,0,14,0,0,0,0
Simulation,PRODUCT,Char,4,0,0,1,0,1
Simulation,BALANCE,American,0,0,0,0,0,1
DYN_TRNRP_DT,CNT_ORG,Numeric,0,2,0,0,0,1
Collateral,YEAR_LMT,Numeric,0,0,0,0,0,1
DYN_TRNRP_PL,H_TO_PL_D,Char,0,4,0,0,0,0
DYN_TRNRP_PL,FOPLACTU,Char,0,0,0,0,0,12
Collateral,CTPTYPE,Char,0,0,0,0,0,1
DYN_TRNRP_MK,PL_FPRNF1,American,3,0,0,0,0,0
DYN_TRNRP_MK,PL_FPRNF0,American,2,0,0,0,0,0
DYN_TRNRP_MV,TP_IPAYCUR,Char,3,0,1,0,0,6
DYN_TRNRP_MK,PL_FPRNF2,American,3,0,0,0,0,0
Simulation,FX_QUOTAT,Char,8,0,0,1,0,0
Simulation,ANCESTOR,Numeric,0,0,0,0,0,12
